A1,A2,A3,A4,stop_id,stop_name,stop_lat,stop_lon,verification_status,stop_remarks,stop_code,old_stop_id,stop_id_stepp,public_visible,location_type,zone_shift,stop_url,parent_station,wheelchair_boarding,entrance_restriction,exit_restriction,slot,signalling,shelter,bench,network_map,schedule,real_time_information,tariff,preservation_state,equipment,observations,region,municipality,municipality_fare_1,municipality_fare_2,zone_id,stop_timezone,level_id,platform_code
0,0,0,1,130127,CABANAS (PLACA FIM LOCALIDADE),38.560500,-8.955300,,,130127,,32276,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130128,CABANAS (PLACA FIM LOCALIDADE),38.560400,-8.955270,,,130128,,32276,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130129,QTA ANJO (CEMITÉRIO),38.563000,-8.950250,,,130129,,32277,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130130,QTA ANJO (CEMITÉRIO),38.562900,-8.950210,,,130130,,32277,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130131,PALMELA (EN379 X R STA RAFAELA),38.568600,-8.914640,,,130131,,32286,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130132,PALMELA (EN379 X R STA RAFAELA),38.568500,-8.914620,,,130132,,32286,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130133,PALMELA (AV 25 ABRIL 32),38.569500,-8.911180,,,130133,,32287,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130134,PALMELA (AV 25 ABRIL 32),38.569400,-8.911150,,,130134,,32287,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130135,PALMELA (SERRA LOURO 8),38.570100,-8.908560,,,130135,,32288,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130136,PALMELA (SERRA LOURO 8),38.570100,-8.908540,,,130136,,32288,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130137,QTA ANJO (ESC PRIMÁRIA),38.564800,-8.946860,,,130137,,32278,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130138,QTA ANJO (ESC PRIMÁRIA),38.564700,-8.946820,,,130138,,32278,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130139,N4 X R DO PATOLA,38.687700,-8.730910,,,130139,,31935,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130140,N4 X R DO PATOLA,38.687700,-8.730840,,,130140,,31935,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130141,LOJA NOVA (EM 533) PARAGEM BRONZE,38.685100,-8.731560,,,130141,,31937,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130142,LOJA NOVA (EM 533) PARAGEM BRONZE,38.685100,-8.731490,,,130142,,31937,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130143,LOJA NOVA (EM 533) VIV FERNANDES,38.681000,-8.732590,,,130143,,31938,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130144,LOJA NOVA (EM 533) VIV FERNANDES,38.680900,-8.732530,,,130144,,31938,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130145,LAGOA CALVO (EM533)X R JOAQUIM M SILVA,38.675700,-8.734230,,,130145,,31939,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130146,LAGOA CALVO (EM533)X R JOAQUIM M SILVA,38.675600,-8.734160,,,130146,,31939,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130147,LAGOA CALVO (EM 533) R LEANDROS,38.671200,-8.735610,,,130147,,31940,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130148,LAGOA CALVO (EM 533) R LEANDROS,38.671200,-8.735540,,,130148,,31940,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130149,LAGOA CALVO (EM 533) SOC RECREATIVA,38.666200,-8.737230,,,130149,,31941,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130150,LAGOA CALVO (EM 533) SOC RECREATIVA,38.666200,-8.737160,,,130150,,31941,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130151,LAGOA CALVO (EM 533) X FORNINHO,38.663200,-8.738370,,,130151,,31942,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130153,LAGOA CALVO (EM 533) X R JOAO COSTA,38.656500,-8.741040,,,130153,,31944,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130154,LAGOA CALVO (EM 533) X R JOAO COSTA,38.656500,-8.740970,,,130154,,31944,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130155,LAGOA CALVO (EM 533) X R PERALTAS,38.648100,-8.744570,,,130155,,31945,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130156,LAGOA CALVO (EM 533) X R PERALTAS,38.648000,-8.744510,,,130156,,31945,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130157,POCEIRÃO (EM 533) X FERNANDO PÓ,38.638500,-8.742190,,,130157,,31947,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130158,POCEIRÃO (EM 533) X FERNANDO PÓ,38.638500,-8.742120,,,130158,,31947,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130159,POCEIRÃO (EN 5) PASSAGEM NIVEL,38.634300,-8.741990,,,130159,,31948,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130160,POCEIRÃO (EN 5) PASSAGEM NIVEL,38.634300,-8.741930,,,130160,,31948,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130161,POCEIRÃO (AV PALMELA) X R 5 OUTUBRO,38.633400,-8.743330,,,130161,,33729,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
